time,mileage,lat,lon,road_name
0.0,0.0,25.03316,121.55888,信義路四段
4.4,12.6,25.03316,121.55898,信義路四段
8.8,25.2,25.03316,121.55915,信義路四段
13.200000000000001,37.8,25.03315,121.55926,信義路四段
17.6,50.4,25.03315,121.55928,信義路四段
22.0,63.0,25.03315,121.55951,left
25.714285714285715,81.28571428571428,25.03312,121.55974,left
29.42857142857143,99.57142857142856,25.03335,121.55989,left
33.142857142857146,117.85714285714283,25.03339,121.55991,left
36.85714285714286,136.1428571428571,25.03359,121.56003,left
40.57142857142858,154.4285714285714,25.03366,121.56007,left
44.28571428571429,172.71428571428567,25.03375,121.56012,left
48.00000000000001,190.99999999999994,25.03379,121.56016,left
51.71428571428572,209.28571428571422,25.03383,121.56019,left
55.42857142857144,227.5714285714285,25.03386,121.56021,left
59.14285714285715,245.85714285714278,25.03407,121.56034,left
62.85714285714287,264.14285714285705,25.03423,121.56045,left
66.57142857142858,282.42857142857133,25.03429,121.56048,left
70.28571428571429,300.7142857142856,25.03434,121.56051,left
74.0,318.9999999999999,25.03468,121.56074,left
77.71428571428571,337.28571428571416,25.03477,121.56079,left
81.42857142857142,355.57142857142844,25.03495,121.5609,left
85.14285714285712,373.8571428571427,25.03532,121.56112,left
88.85714285714283,392.142857142857,25.0357,121.56134,left
92.57142857142854,410.4285714285713,25.03573,121.56136,left
96.28571428571425,428.71428571428555,25.03585,121.56144,left
99.99999999999996,446.99999999999983,25.03594,121.56149,松壽路
101.99999999999996,454.99999999999983,25.03594,121.56157,松壽路
103.99999999999996,462.99999999999983,25.03593,121.56166,松壽路
105.99999999999996,470.99999999999983,25.03593,121.56176,松壽路
107.99999999999996,478.99999999999983,25.03593,121.56184,松壽路
109.99999999999996,486.99999999999983,25.03593,121.56191,松壽路
111.99999999999996,494.99999999999983,25.03593,121.56197,基隆路一段
116.66666666666663,514.9999999999998,25.03613,121.56197,基隆路一段
121.3333333333333,534.9999999999998,25.03637,121.56198,基隆路一段
125.99999999999997,554.9999999999998,25.03652,121.56198,基隆路一段
130.66666666666663,574.9999999999998,25.03674,121.56199,基隆路一段
135.3333333333333,594.9999999999998,25.03698,121.56199,基隆路一段
139.99999999999994,614.9999999999998,25.03716,121.562,基隆路一段
144.6666666666666,634.9999999999998,25.03733,121.562,基隆路一段
149.33333333333326,654.9999999999998,25.03735,121.56199,基隆路一段
153.99999999999991,674.9999999999998,25.03755,121.56199,仁愛路四段
159.99999999999991,693.9999999999998,25.03754,121.56193,仁愛路四段
165.99999999999991,712.9999999999998,25.03754,121.56162,逸仙路
168.33333333333326,720.3333333333331,25.03758,121.56152,逸仙路
170.6666666666666,727.6666666666665,25.03763,121.56151,逸仙路
172.99999999999994,734.9999999999999,25.03768,121.5615,仁愛路四段
178.3571428571428,763.0714285714284,25.03769,121.56142,仁愛路四段
183.71428571428567,791.142857142857,25.03769,121.56125,仁愛路四段
189.07142857142853,819.2142857142856,25.03769,121.56121,仁愛路四段
194.4285714285714,847.2857142857141,25.0377,121.56064,仁愛路四段
199.78571428571425,875.3571428571427,25.0377,121.5605,仁愛路四段
205.1428571428571,903.4285714285712,25.03771,121.56011,仁愛路四段
210.49999999999997,931.4999999999998,25.03771,121.55991,仁愛路四段
215.85714285714283,959.5714285714283,25.03772,121.55981,仁愛路四段
221.2142857142857,987.6428571428569,25.03774,121.55919,仁愛路四段
226.57142857142856,1015.7142857142854,25.03777,121.55857,仁愛路四段
231.92857142857142,1043.785714285714,25.03779,121.55776,仁愛路四段
237.28571428571428,1071.8571428571427,25.0378,121.5577,仁愛路四段
242.64285714285714,1099.9285714285713,25.0378,121.55766,仁愛路四段
248.0,1128.0,25.03781,121.5576,光復南路
254.0,1145.75,25.03791,121.5576,光復南路
260.0,1163.5,25.03809,121.5576,光復南路
266.0,1181.25,25.03819,121.5576,光復南路
272.0,1199.0,25.03845,121.55761,光復南路290巷
276.875,1217.0,25.03845,121.55752,光復南路290巷
281.75,1235.0,25.03846,121.5574,光復南路290巷
286.625,1253.0,25.0385,121.5573,光復南路290巷
291.5,1271.0,25.03863,121.55721,光復南路290巷
296.375,1289.0,25.03878,121.55707,光復南路290巷
301.25,1307.0,25.03885,121.55701,光復南路290巷
306.125,1325.0,25.03897,121.5569,光復南路290巷
311.0,1343.0,25.03937,121.55676,光復南路290巷
348.0,1423.0,25.03932,121.55755,光復南路
398.0,1431.0,25.03932,121.55755,光復南路
